query_id,perturbation_type,perturbation_level,ground_truth,llm_guess,llm_latency,prompt_tokens,completion_tokens,cost_usd
63490,format,1,B,B,4701.477624999825,1271,2,0.00019255000000000002
63467,format,1,A,A,4706.1204579949845,1350,2,0.0002044
56647,token,1,B,B,4701.535542000784,1192,2,0.0001807
65753,missing,1,B,B,4704.660958988825,926,2,0.0001408
65755,missing,1,D,D,5059.965874999762,696,2,0.0001063
56658,token,1,C,D,5062.214125005994,1450,2,0.0002194
68556,missing,1,B,B,5058.324916986749,562,2,8.620000000000001e-05
68534,missing,1,A,A,5062.224958994193,513,2,7.885e-05
65752,missing,1,A,A,5936.842000024626,751,2,0.00011454999999999999
65754,missing,1,C,C,5929.4373329903465,785,2,0.00011965000000000001
56840,token,1,D,D,5065.100458014058,1355,2,0.00020515
63558,format,1,C,D,5929.633041989291,1355,2,0.00020515
63917,format,1,C,D,5017.2051249828655,1002,2,0.00015219999999999999
63567,format,1,D,D,6290.63412497635,1050,2,0.0001594
56992,token,1,B,B,6288.151083979756,1363,2,0.00020635
68557,missing,1,C,C,6287.5729170045815,1014,2,0.000154
63885,format,1,B,B,6290.651249990333,1233,2,0.00018685
56856,token,1,A,A,6293.533124990063,685,2,0.00010465000000000001
63707,format,1,A,B,6295.265416993061,1605,2,0.00024265000000000002
57037,token,1,C,C,6260.630958015099,1249,2,0.00018925
57080,token,1,D,D,6255.794833006803,1484,2,0.0002245
68569,missing,1,D,D,6263.3805419900455,822,2,0.0001252
63977,format,1,D,C,6262.1301249891985,1139,2,0.00017275
68573,missing,1,A,A,6260.010041994974,761,2,0.00011605
64043,format,1,A,A,6350.854125019396,1218,2,0.0001846
64045,format,1,C,C,6339.228584023658,1145,2,0.00017365
68574,missing,1,B,B,6349.37287500361,981,2,0.00014905000000000002
64044,format,1,B,B,6349.758249998558,986,2,0.0001498
68817,missing,1,D,B,6247.008541977266,784,2,0.0001195
57092,token,1,C,C,7567.616292013554,559,2,8.575e-05
64046,format,1,D,D,6252.282082976308,1240,2,0.00018790000000000001
57086,token,1,B,B,7572.555165999802,1543,2,0.00023335
57085,token,1,A,A,7581.145875010407,1439,2,0.00021775
68575,missing,1,C,C,7572.272041987162,987,2,0.00014994999999999999
64048,format,1,A,A,6245.844874996692,1340,2,0.0002029
57100,token,1,B,B,6289.929416991072,1465,2,0.00022165
64049,format,1,B,B,6292.524166026851,1194,2,0.000181
57105,token,1,C,C,6287.406582996482,1442,2,0.0002182
68851,missing,1,A,C,7519.440957985353,1104,2,0.0001675
68858,missing,1,B,A,7516.3715420058,687,2,0.00010495
57097,token,1,D,D,7522.245125001064,1312,2,0.00019869999999999998
57098,token,1,A,A,7518.526458996348,747,2,0.00011395
69676,missing,1,A,A,6373.088374995859,599,2,9.175e-05
64050,format,1,C,C,7601.705542008858,1226,2,0.00018580000000000002
64055,format,1,D,D,7597.690208000131,1131,2,0.00017155000000000002
57107,token,1,D,D,7597.092000010889,997,2,0.00015145
68881,missing,1,D,D,7599.905207986012,743,2,0.00011335
68880,missing,1,C,C,7605.594458000269,713,2,0.00010885
64060,format,1,A,A,6379.853541991906,1383,2,0.00020935
60291,token,1,D,D,6361.448499985272,1033,2,0.00015685
57108,token,1,A,A,7612.352666998049,1130,2,0.00017140000000000002
59742,token,1,C,C,6375.052540999604,1331,2,0.00020155000000000002
64067,format,1,C,C,6377.029124996625,1469,2,0.00022225
59740,token,1,B,B,7613.920333998976,1069,2,0.00016225
74038,missing,1,C,C,7613.423291011713,438,2,6.76e-05
69677,missing,1,B,B,7618.592375016306,808,2,0.00012309999999999998
64062,format,1,B,B,7617.051957990043,1534,2,0.000232
64596,format,1,B,C,5206.605333019979,752,2,0.0001147
60307,token,1,A,Z,6429.043125011958,819,2,0.00012475
60310,token,1,B,B,5204.149583005346,867,2,0.00013194999999999998
74214,missing,1,A,A,6438.25329199899,1049,2,0.00015925
64592,format,1,A,B,6436.194041016279,844,2,0.0001285
74081,missing,1,D,B,7749.0310829889495,1474,2,0.000223
74222,missing,1,B,B,6433.576209004968,859,2,0.00013075
64068,format,1,D,D,7748.478583991528,1355,2,0.00020515
74227,missing,1,A,A,5103.676958009601,1201,2,0.00018205
74225,missing,1,D,D,6365.014624985633,995,2,0.00015115000000000001
60312,token,1,D,D,5110.557792009786,689,2,0.00010525
74223,missing,1,C,C,6374.645875010174,949,2,0.00014425
64612,format,1,D,D,6369.5242919784505,642,2,9.82e-05
64608,format,1,C,D,6373.852874996373,794,2,0.000121
60311,token,1,C,C,6373.01720798132,756,2,0.0001153
74229,missing,1,B,B,5103.28358298284,958,2,0.0001456
74230,missing,1,C,C,5048.316375003196,861,2,0.00013105000000000001
64617,format,1,D,D,5038.401209021686,657,2,0.00010045
74233,missing,1,A,A,5043.143374990905,778,2,0.0001186
60347,token,1,B,B,6357.731625001179,891,2,0.00013555000000000002
64616,format,1,C,C,5051.360666984692,788,2,0.00012009999999999999
60313,token,1,A,A,6362.600707972888,784,2,0.0001195
64614,format,1,A,A,6365.037582989316,774,2,0.000118
60354,token,1,C,C,5050.989958981518,770,2,0.00011740000000000001
60355,token,1,D,D,5047.443374991417,700,2,0.00010690000000000001
64615,format,1,B,A,6362.060082989046,662,2,0.00010120000000000001
74231,missing,1,D,D,5051.2403339962475,525,2,8.065000000000001e-05
63464,token,1,C,C,5059.918249986367,1247,2,0.00018894999999999998
65729,format,1,A,B,5074.387291999301,1138,2,0.0001726
63281,token,1,A,A,5073.212791990954,691,2,0.00010554999999999999
74501,missing,1,B,B,5067.86712500616,1048,2,0.0001591
63387,token,1,B,A,5065.192084002774,1251,2,0.00018955
65750,format,1,C,C,5063.451875001192,722,2,0.00011020000000000001
74502,missing,1,C,C,5065.360584005248,818,2,0.0001246
65748,format,1,B,B,5068.526457995176,801,2,0.00012205
74504,missing,1,A,A,4914.76562502794,629,2,9.625e-05
74503,missing,1,D,D,4923.313707986381,970,2,0.0001474
65751,format,1,D,D,4927.059374982491,819,2,0.00012475
63466,token,1,D,D,4922.907125001075,1150,2,0.0001744
65753,format,1,B,B,4917.089208000107,926,2,0.0001408
74505,missing,1,B,B,4918.938124988927,902,2,0.0001372
65752,format,1,A,A,4921.8674169969745,751,2,0.00011454999999999999
63467,token,1,A,A,4921.273082989501,1350,2,0.0002044
63490,token,1,B,B,4977.491958008613,1271,2,0.00019255000000000002
75149,missing,1,A,A,4965.519040997606,790,2,0.0001204
74506,missing,1,C,C,4981.914999982109,948,2,0.0001441
65754,format,1,C,C,4977.8094170033,785,2,0.00011965000000000001
74507,missing,1,D,D,4975.180957990233,822,2,0.0001252
65755,format,1,D,D,4974.752417008858,695,2,0.00010615
63558,token,1,C,D,4977.890457987087,1355,2,0.00020515
63567,token,1,D,D,4974.9858749855775,1050,2,0.0001594
68534,format,1,A,A,4989.586749987211,513,2,7.885e-05
75182,missing,1,C,C,4976.004291995196,1005,2,0.00015265
63885,token,1,B,B,4983.485874981852,1233,2,0.00018685
68556,format,1,B,B,4985.637875011889,562,2,8.620000000000001e-05
75181,missing,1,B,B,4988.112208986422,919,2,0.00013975
68557,format,1,C,C,4981.574874982471,1014,2,0.000154
63707,token,1,A,B,4996.441750001395,1605,2,0.00024265000000000002
63917,token,1,C,D,4982.200458005536,1002,2,0.00015219999999999999
68574,format,1,B,B,5004.498416004935,981,2,0.00014905000000000002
75246,missing,1,A,C,5010.759916011011,723,2,0.00011035000000000001
68569,format,1,D,D,6267.17199999257,822,2,0.0001252
75251,missing,1,B,A,5012.345416995231,873,2,0.00013285
68575,format,1,C,C,5007.82645799336,987,2,0.00014994999999999999
68573,format,1,A,A,5016.07799998601,761,2,0.00011605
63977,token,1,D,C,6268.064708012389,1139,2,0.00017275
75198,missing,1,D,D,6270.87725000456,985,2,0.00014965
64046,token,1,D,D,5107.670375000453,1240,2,0.00018790000000000001
64045,token,1,C,C,5117.646708007669,1145,2,0.00017365
75388,missing,1,D,D,5121.80762499338,774,2,0.000118
75337,missing,1,C,A,6340.343749994645,882,2,0.00013419999999999998
64043,token,1,A,A,6345.907957991585,1218,2,0.0001846
75468,missing,1,B,B,5110.433124995325,824,2,0.0001255
75467,missing,1,A,A,5114.53208400053,810,2,0.00012340000000000002
64044,token,1,B,B,6343.715374998283,986,2,0.0001498
68858,format,1,B,A,5110.037500009639,687,2,0.00010495
75469,missing,1,C,C,5103.19345901371,900,2,0.0001369
64049,token,1,B,B,5109.148791001644,1194,2,0.000181
68817,format,1,D,B,6330.554749991279,784,2,0.0001195
64048,token,1,A,A,6325.053541979287,1340,2,0.0002029
68851,format,1,A,C,6326.497333007865,1104,2,0.0001675
68881,format,1,D,D,5098.968499980401,743,2,0.00011335
68880,format,1,C,C,5103.095957980258,801,2,0.00012205
75471,missing,1,A,A,5180.166916019516,999,2,0.00015175
64055,token,1,D,D,6442.388540977845,1131,2,0.00017155000000000002
64050,token,1,C,C,6446.51462501497,1226,2,0.00018580000000000002
75472,missing,1,B,B,5175.70279201027,721,2,0.00011004999999999999
64062,token,1,B,B,5177.641167014372,1534,2,0.000232
75470,missing,1,D,D,6446.651542006293,745,2,0.00011365000000000001
69676,format,1,A,A,5187.1469159959815,599,2,9.175e-05
75473,missing,1,C,C,5174.817499995697,972,2,0.00014769999999999999
64068,token,1,D,D,5098.907708976185,1355,2,0.00020515
64060,token,1,A,A,6394.2354999890085,1383,2,0.00020935
74038,format,1,C,C,5111.354874999961,438,2,6.76e-05
75474,missing,1,D,D,5110.103707993403,1081,2,0.00016405
69677,format,1,B,B,6390.313332987716,808,2,0.00012309999999999998
64067,token,1,C,C,6389.3165839836,1469,2,0.00022225
75476,missing,1,B,B,5098.481875000289,949,2,0.00014425
75475,missing,1,A,A,5102.340082987212,403,2,6.235e-05
74081,format,1,D,B,6543.755916994996,1474,2,0.000223
64592,token,1,A,B,6538.619750004727,844,2,0.0001285
74214,format,1,A,A,6540.229958016425,1049,2,0.00015925
74225,format,1,D,D,6323.519541998394,995,2,0.00015115000000000001
74222,format,1,B,B,6337.170707993209,859,2,0.00013075
74223,format,1,C,C,6335.086250008317,949,2,0.00014425
64596,token,1,B,C,6343.421125027817,752,2,0.0001147
75481,missing,1,A,A,5126.352708000923,991,2,0.00015055
75477,missing,1,C,C,6338.848624989623,679,2,0.00010375
64612,token,1,D,D,6332.398541999282,642,2,9.82e-05
64608,token,1,C,D,6336.732750001829,794,2,0.000121
75480,missing,1,D,D,6336.1656249908265,955,2,0.00014515
64616,token,1,C,C,4910.369584016735,788,2,0.00012009999999999999
74229,format,1,B,B,6250.010749994544,958,2,0.0001456
64614,token,1,A,A,6257.19058298273,774,2,0.000118
74227,format,1,A,A,6258.504541008733,1201,2,0.00018205
75545,missing,1,A,A,4906.466583022848,846,2,0.0001288
75517,missing,1,C,C,6256.237541005248,962,2,0.00014619999999999998
74230,format,1,C,C,6256.138416996691,861,2,0.00013105000000000001
75503,missing,1,B,A,6259.534416021779,799,2,0.00012175
64615,token,1,B,A,6259.031916997628,662,2,0.00010120000000000001
75541,missing,1,D,B,4914.583208010299,793,2,0.00012085
74501,format,1,B,B,4718.018582992954,1048,2,0.0001591
75606,missing,1,C,C,4721.434458013391,992,2,0.00015069999999999998
74231,format,1,D,D,5934.517958987271,525,2,8.065000000000001e-05
65729,token,1,A,B,5930.081333994167,1219,2,0.00018475
65748,token,1,B,B,4724.352749995887,801,2,0.00012205
74233,format,1,A,A,5932.812208979158,778,2,0.0001186
64617,token,1,D,D,5935.835417010821,657,2,0.00010045
75607,missing,1,D,D,4723.752833000617,936,2,0.00014230000000000002
75605,missing,1,B,B,5932.778874994256,968,2,0.0001471
65751,token,1,D,D,5938.788333005505,819,2,0.00012475
75608,missing,1,A,A,4504.633790988009,809,2,0.00012325
74504,format,1,A,A,4503.673875005916,630,2,9.640000000000001e-05
74502,format,1,C,C,5942.477959004464,818,2,0.0001246
65752,token,1,A,A,4509.739749977598,751,2,0.00011454999999999999
65750,token,1,C,C,5949.621292005759,722,2,0.00011020000000000001
74503,format,1,D,D,5949.293250014307,970,2,0.0001474
65753,token,1,B,B,4627.456166985212,926,2,0.0001408
75609,missing,1,B,B,4636.179666995304,881,2,0.00013405
65754,token,1,C,C,4629.881291009951,785,2,0.00011965000000000001
74506,format,1,C,C,4631.522542011226,948,2,0.0001441
74505,format,1,B,B,4641.610499995295,902,2,0.0001372
65755,token,1,D,D,4628.35625000298,696,2,0.0001063
75610,missing,1,C,C,4634.372417000122,871,2,0.00013255000000000002
74507,format,1,D,D,4630.513999989489,822,2,0.0001252
75617,missing,1,D,D,4632.088166021276,847,2,0.00012895
75181,format,1,B,B,4660.628582991194,919,2,0.00013975
75618,missing,1,A,A,4679.495959018823,798,2,0.00012159999999999999
75726,missing,1,C,A,4665.6051670142915,1067,2,0.00016194999999999998
75149,format,1,A,A,4679.0430410183035,790,2,0.0001204
68557,token,1,C,C,4664.377249981044,1014,2,0.000154
68534,token,1,A,A,4673.165707994485,513,2,7.885e-05
68556,token,1,B,B,4668.918750016019,562,2,8.620000000000001e-05
75689,missing,1,B,D,4672.281124978326,829,2,0.00012625
75182,format,1,C,C,4667.875541985268,1005,2,0.00015265
68574,token,1,B,B,4806.43266698462,1037,2,0.00015744999999999998
75198,format,1,D,D,4824.193624983309,985,2,0.00014965
75834,missing,1,C,D,4805.933875002665,581,2,8.905e-05
68569,token,1,D,D,4815.991417010082,822,2,0.0001252
68573,token,1,A,A,4811.062124994351,761,2,0.00011605
75812,missing,1,B,A,4809.994374983944,770,2,0.00011740000000000001
75251,format,1,B,A,4809.092709008837,873,2,0.00013285
75246,format,1,A,C,4813.241458003176,723,2,0.00011035000000000001
75734,missing,1,D,D,5834.432499977993,837,2,0.00012745
75778,missing,1,A,D,4815.684000001056,967,2,0.00014695
68575,token,1,C,C,4705.836832989007,987,2,0.00014994999999999999
68851,token,1,A,C,4701.727417006623,1104,2,0.0001675
75899,missing,1,A,A,4700.8667920017615,1020,2,0.0001549
75337,format,1,C,A,4712.68987498479,882,2,0.00013419999999999998
75898,missing,1,D,D,4710.472083010245,927,2,0.00014094999999999998
75388,format,1,D,D,4709.831375017529,774,2,0.000118
68817,token,1,D,B,4706.095625006128,784,2,0.0001195
75902,missing,1,B,B,4660.333374980837,1068,2,0.00016209999999999998
75467,format,1,A,A,4668.095834000269,810,2,0.00012340000000000002
75903,missing,1,C,Z,4657.138208014658,815,2,0.00012415
68858,token,1,B,A,4667.942957981722,687,2,0.00010495
68880,token,1,C,C,4659.51316599967,801,2,0.00012205
75904,missing,1,D,D,4655.506792012602,809,2,0.00012325
75468,format,1,B,B,4662.067375000333,824,2,0.0001255
68881,token,1,D,D,4657.860375009477,743,2,0.00011335
75469,format,1,C,C,4659.784082992701,900,2,0.0001369
69676,token,1,A,A,4670.990249986062,599,2,9.175e-05
75470,format,1,D,D,4679.789332993096,745,2,0.00011365000000000001
74038,token,1,C,C,4663.274791993899,438,2,6.76e-05
75905,missing,1,A,A,4670.518917002482,806,2,0.0001228
75471,format,1,A,A,4672.27091701352,999,2,0.00015175
75910,missing,1,C,C,4666.050125000766,777,2,0.00011845
69677,token,1,B,B,4671.280666982057,808,2,0.00012309999999999998
75472,format,1,B,B,4669.310917000985,721,2,0.00011004999999999999
75908,missing,1,B,B,4670.686917001149,630,2,9.640000000000001e-05
74222,token,1,B,B,4749.223040998913,859,2,0.00013075
75929,missing,1,B,B,4750.003624998499,780,2,0.0001189
75473,format,1,C,C,4756.947291985853,972,2,0.00014769999999999999
75474,format,1,D,D,4753.787583002122,1081,2,0.00016405
74214,token,1,A,A,4753.286291001132,1049,2,0.00015925
75911,missing,1,D,D,4754.96099999873,795,2,0.00012115
75916,missing,1,A,B,4753.111333004199,763,2,0.00011635000000000001
74081,token,1,D,B,4756.358332990203,1474,2,0.000223
75475,format,1,A,A,6029.146791988751,403,2,6.235e-05
74223,token,1,C,C,4926.136124995537,980,2,0.00014890000000000001
74227,token,1,A,A,4923.04837499978,1270,2,0.00019240000000000001
74225,token,1,D,D,4927.74504199042,995,2,0.00015115000000000001
75930,missing,1,C,D,4931.536875024904,612,2,9.37e-05
75476,format,1,B,B,6039.129250013502,950,2,0.0001444
75931,missing,1,D,D,4927.693999983603,879,2,0.00013375
75480,format,1,D,D,4926.597166020656,955,2,0.00014515
75477,format,1,C,C,4931.2117919907905,679,2,0.00010375
74229,token,1,B,B,4927.310291008325,958,2,0.0001456
75935,missing,1,A,D,4931.557291012723,654,2,0.0001
74230,token,1,C,C,4924.9569160165265,861,2,0.00013105000000000001
75503,format,1,B,A,4934.4487090129405,799,2,0.00012175
75481,format,1,A,A,4939.493084006244,991,2,0.00015055
74231,token,1,D,D,4930.664375016931,525,2,8.065000000000001e-05
75964,missing,1,B,B,4937.619459000416,731,2,0.00011155
75517,format,1,C,C,4932.969207991846,962,2,0.00014619999999999998
75975,missing,1,C,C,4934.902792010689,835,2,0.00012715
75976,missing,1,D,D,4977.328916982515,904,2,0.0001375
75977,missing,1,A,B,4973.936333000893,668,2,0.00010210000000000002
75541,format,1,D,B,4981.738750007935,793,2,0.00012085
75545,format,1,A,A,4978.473291004775,942,2,0.00014319999999999998
74501,token,1,B,B,4974.8769589932635,1048,2,0.0001591
75605,format,1,B,B,4974.374500015983,968,2,0.0001471
74233,token,1,A,A,4983.312541997293,778,2,0.0001186
74502,token,1,C,C,4975.044582999544,818,2,0.0001246
75979,missing,1,B,B,4976.677083002869,235,2,3.715e-05
76196,missing,1,A,C,5051.254541001981,346,2,5.38e-05
76051,missing,1,C,C,5063.106917019468,441,2,6.805e-05
75606,format,1,C,C,5061.346542002866,992,2,0.00015069999999999998
76166,missing,1,D,D,5060.384458018234,868,2,0.00013209999999999999
75607,format,1,D,D,5060.371166997356,936,2,0.00014230000000000002
74504,token,1,A,A,5060.411457990995,629,2,9.625e-05
75608,format,1,A,A,5060.07158299326,809,2,0.00012325
74503,token,1,D,D,5063.447874999838,970,2,0.0001474
74505,token,1,B,B,4931.531207985245,902,2,0.0001372
74507,token,1,D,D,4918.84504200425,822,2,0.0001252
75609,format,1,B,B,4924.737541994546,881,2,0.00013405
74506,token,1,C,C,4923.59354099608,948,2,0.0001441
76211,missing,1,B,B,6252.559750020737,1001,2,0.00015205
75610,format,1,C,C,6243.97583300015,871,2,0.00013255000000000002
76212,missing,1,C,C,6245.945041999221,840,2,0.00012790000000000002
76214,missing,1,D,D,6242.805250018137,798,2,0.00012159999999999999
75617,format,1,D,D,6242.398290982237,847,2,0.00012895
76216,missing,1,B,B,13967.343291995348,375,2,5.815e-05
76215,missing,1,A,A,13976.756999996724,941,2,0.00014305
75149,token,1,A,A,13981.350042013219,790,2,0.0001204
75198,token,1,D,D,14026.431915990543,985,2,0.00014965
76219,missing,1,A,A,14015.781124995556,720,2,0.0001099
75689,format,1,B,D,15243.386208021548,829,2,0.00012625
75618,format,1,A,A,15253.404457995202,798,2,0.00012159999999999999
75726,format,1,C,A,15240.899500000523,1067,2,0.00016194999999999998
75181,token,1,B,B,15248.835499980487,919,2,0.00013975
76218,missing,1,D,D,14033.829124993645,917,2,0.00013945
76217,missing,1,C,C,15244.011250004405,944,2,0.0001435
75182,token,1,C,C,15245.850624982268,1005,2,0.00015265
75337,token,1,C,A,13818.430541985435,882,2,0.00013419999999999998
75734,format,1,D,D,15144.055584009038,837,2,0.00012745
75812,format,1,B,A,15136.99220799026,770,2,0.00011740000000000001
76232,missing,1,C,C,13819.674208993092,830,2,0.0001264
75898,format,1,D,D,13814.10383299226,927,2,0.00014094999999999998
75251,token,1,B,A,15147.276292002061,873,2,0.00013285
76231,missing,1,B,B,15146.699042001273,795,2,0.00012115
75778,format,1,A,D,15149.632000015117,967,2,0.00014695
75246,token,1,A,C,15152.750249981182,723,2,0.00011035000000000001
75834,format,1,C,D,13821.043959003873,747,2,0.00011395
75469,token,1,C,C,12363.838707999093,900,2,0.0001369
75388,token,1,D,D,14831.78962499369,774,2,0.000118
75899,format,1,A,A,13693.90662497608,1020,2,0.0001549
76366,missing,1,A,A,14833.435709006153,842,2,0.0001282
76234,missing,1,D,D,14837.544292007806,724,2,0.0001105
75468,token,1,B,B,13691.010707989335,824,2,0.0001255
75467,token,1,A,A,14836.404500005301,810,2,0.00012340000000000002
75902,format,1,B,B,13688.74974999926,1068,2,0.00016209999999999998
76373,missing,1,B,B,13690.793958987342,773,2,0.00011784999999999999
76408,missing,1,A,D,4750.747166981455,550,2,8.44e-05
75471,token,1,A,A,4753.446667018579,999,2,0.00015175
75904,format,1,D,D,4760.110167000676,873,2,0.00013285
76374,missing,1,C,C,13700.67545902566,964,2,0.0001465
76388,missing,1,D,D,13696.169125003507,712,2,0.0001087
75470,token,1,D,D,13698.255041992525,745,2,0.00011365000000000001
75903,format,1,C,Z,13700.74787500198,815,2,0.00012415
76426,missing,1,B,B,4699.803083000006,877,2,0.00013345
75905,format,1,A,A,4708.332333015278,806,2,0.0001228
76427,missing,1,C,C,4701.675207994413,782,2,0.0001192
75474,token,1,D,D,4699.777750007343,1081,2,0.00016405
76428,missing,1,D,D,4699.164374993416,704,2,0.0001075
75908,format,1,B,B,4705.757999996422,663,2,0.00010135000000000001
75473,token,1,C,C,4704.975250002462,1033,2,0.00015685
75472,token,1,B,B,4715.1747080206405,721,2,0.00011004999999999999
75910,format,1,C,C,4703.747207997367,777,2,0.00011845
75911,format,1,D,D,4911.5712080092635,795,2,0.00012115
75916,format,1,A,B,4903.789625008358,763,2,0.00011635000000000001
76429,missing,1,A,A,4913.42545801308,936,2,0.00014230000000000002
75476,token,1,B,B,6113.504459004616,949,2,0.00014425
75480,token,1,D,D,5101.750292000361,955,2,0.00014515
76723,missing,1,D,D,5105.345916992519,794,2,0.000121
75475,token,1,A,A,6128.333291999297,403,2,6.235e-05
75477,token,1,C,C,6115.969583013793,679,2,0.00010375
76722,missing,1,C,C,6115.3843339998275,687,2,0.00010495
76725,missing,1,A,A,5097.391874995083,1093,2,0.00016585
75929,format,1,B,B,6118.750666995766,780,2,0.0001189
75930,format,1,C,D,6115.765416994691,612,2,9.37e-05
76554,missing,1,B,B,6121.118042006856,713,2,0.00010885
75931,format,1,D,D,6237.58624997572,879,2,0.00013375
75517,token,1,C,C,4915.456833987264,962,2,0.00014619999999999998
76727,missing,1,C,C,4914.140459004557,1105,2,0.00016765
76728,missing,1,D,D,4906.880791997537,601,2,9.205e-05
75481,token,1,A,A,6241.923041990958,991,2,0.00015055
75503,token,1,B,A,6238.486582995392,799,2,0.00012175
76726,missing,1,B,B,6237.949791015126,942,2,0.00014319999999999998
75964,format,1,B,B,6237.433500005864,731,2,0.00011155
75935,format,1,A,D,6241.331665980397,654,2,0.0001
76729,missing,1,A,A,4707.419790996937,824,2,0.0001255
75606,token,1,C,C,4701.809916005004,992,2,0.00015069999999999998
76051,format,1,C,C,4699.479667004198,441,2,6.805e-05
76730,missing,1,B,B,4705.57591697434,1107,2,0.00016795
75979,format,1,B,B,4704.711790982401,235,2,3.715e-05
75545,token,1,A,A,5932.9840830178,942,2,0.00014319999999999998
75975,format,1,C,C,5938.821292016655,835,2,0.00012715
75977,format,1,A,B,4716.874333011219,668,2,0.00010210000000000002
75541,token,1,D,B,5938.834333996056,793,2,0.00012085
75976,format,1,D,D,5937.143042014213,904,2,0.0001375
75605,token,1,B,B,6029.6575839747675,968,2,0.0001471
75607,token,1,D,D,6021.227291988907,936,2,0.00014230000000000002
76732,missing,1,D,D,4710.247667011572,914,2,0.000139
75608,token,1,A,A,4706.341707991669,809,2,0.00012325
76731,missing,1,C,C,6026.518875005422,860,2,0.0001309
76166,format,1,D,D,4711.646334006218,868,2,0.00013209999999999999
76211,format,1,B,B,4705.761834018631,1001,2,0.00015205
76734,missing,1,A,A,4721.3506670086645,931,2,0.00014155
76212,format,1,C,C,4708.1161250243895,840,2,0.00012790000000000002
75610,token,1,C,C,4710.5524170037825,871,2,0.00013255000000000002
76783,missing,1,D,C,4707.136749988422,793,2,0.00012085
76196,format,1,A,C,4722.148542001378,346,2,5.38e-05
76736,missing,1,B,B,4714.730207982939,1055,2,0.00016015000000000002
75609,token,1,B,B,4717.282417026581,881,2,0.00013405
76738,missing,1,C,C,4712.4870420084335,693,2,0.00010585000000000001
75618,token,1,A,A,4708.368874998996,798,2,0.00012159999999999999
76214,format,1,D,D,4721.74537499086,797,2,0.00012145
76806,missing,1,B,B,4709.2123750189785,1289,2,0.00019525
76804,missing,1,A,A,4713.905833021272,791,2,0.00012055
75689,token,1,B,D,4711.426207999466,829,2,0.00012625
75617,token,1,D,D,5853.4312910051085,847,2,0.00012895
76813,missing,1,C,B,4707.939874992007,595,2,9.115e-05
76216,format,1,B,B,4710.862292005913,496,2,7.63e-05
75726,token,1,C,A,4710.391374974279,1067,2,0.00016194999999999998
76215,format,1,A,A,4715.99295802298,941,2,0.00014305
76822,missing,1,A,A,4792.090709001059,775,2,0.00011815000000000001
75812,token,1,B,A,4790.357791993301,770,2,0.00011740000000000001
76217,format,1,C,C,4813.814624998486,944,2,0.0001435
76218,format,1,D,D,4801.440707989968,917,2,0.00013945
75778,token,1,A,D,4800.655875005759,967,2,0.00014695
76219,format,1,A,A,4798.806749982759,720,2,0.0001099
77067,missing,1,B,B,4797.14700000477,707,2,0.00010795000000000001
75734,token,1,D,D,4807.6957919984125,837,2,0.00012745
76816,missing,1,D,D,4805.957667005714,1012,2,0.0001537
75834,token,1,C,D,4739.402792009059,747,2,0.00011395
76234,format,1,D,D,4736.552125017624,724,2,0.0001105
76232,format,1,C,C,4743.912457983242,830,2,0.0001264
77071,missing,1,D,D,4742.819749983028,784,2,0.0001195
77070,missing,1,C,C,4745.372542005498,1086,2,0.00016480000000000002
75898,token,1,D,D,4744.977791997371,927,2,0.00014094999999999998
76231,format,1,B,B,6053.44470901764,795,2,0.00012115
77076,missing,1,B,B,4807.845083996654,733,2,0.00011185000000000001
75899,token,1,A,A,4819.972957979189,1020,2,0.0001549
77080,missing,1,C,C,4810.316165996483,1091,2,0.00016555
75902,token,1,B,B,4815.5381249962375,1068,2,0.00016209999999999998
76374,format,1,C,C,4810.075749992393,964,2,0.0001465
77074,missing,1,A,A,4819.985874986742,825,2,0.00012565000000000002
76366,format,1,A,A,4818.611083988799,842,2,0.0001282
76373,format,1,B,B,4815.43662500917,773,2,0.00011784999999999999
75904,token,1,D,D,4803.972583991708,873,2,0.00013285
77144,missing,1,A,B,4791.279207973275,918,2,0.0001396
75908,token,1,B,B,4794.790999992983,663,2,0.00010135000000000001
77082,missing,1,D,Z,4802.866167010507,812,2,0.0001237
75905,token,1,A,A,4799.41691699787,806,2,0.0001228
77269,missing,1,C,C,4792.661209008656,885,2,0.00013465
77175,missing,1,B,A,4795.448874996509,1088,2,0.0001651
75903,token,1,C,Z,5943.409542000154,815,2,0.00012415
76426,format,1,B,B,4795.369667001069,877,2,0.00013345
76408,format,1,A,D,4799.6009580092505,550,2,8.44e-05
77281,missing,1,D,D,4650.012500002049,887,2,0.00013495
75916,token,1,A,B,4650.957666977774,763,2,0.00011635000000000001
76427,format,1,C,C,4663.660374993924,782,2,0.0001192
75910,token,1,C,C,4662.673999991966,777,2,0.00011845
77294,missing,1,A,A,4651.497749990085,765,2,0.00011665
75929,token,1,B,B,4649.544832995161,780,2,0.0001189
75911,token,1,D,D,4654.9364590027835,795,2,0.00012115
76428,format,1,D,D,4656.987583002774,745,2,0.00011365000000000001
76388,format,1,D,D,5773.776624992024,712,2,0.0001087
76429,format,1,A,A,4653.105916979257,936,2,0.00014230000000000002
77296,missing,1,B,B,4579.249125003116,1010,2,0.00015340000000000002
75930,token,1,C,D,4573.907833022531,612,2,9.37e-05
77298,missing,1,D,D,4573.588500003098,1105,2,0.00016765
76722,format,1,C,C,4576.514082989888,687,2,0.00010495
